Sample_ID,Data_Type,Condition,Damage_Type,Vent_Holes,Fiber_Volume_Fraction,Void_Content,Fiber_Orientation_Degree,LBP_Feature_1,LBP_Feature_2,Texture_Contrast,Average_Temperature,Temperature_Variance,Defect_Density,Crack_Length_mm,Fracture_Toughness,Tensile_Strength,Structural_Integrity_Class
6090,C-scan (BVID with Holes),Damaged,BVID,5,0.664,0.065,11.94,0.499,0.392,0.44,78.47,5.96,0.113,2.838,52.75,408.49,Medium
6091,Thermograph,Mixed,Thermal Anomaly,3,0.666,0.075,6.83,0.864,0.972,0.542,44.46,6.58,0.084,0.825,20.31,490.77,Low
6092,Thermograph,Mixed,Thermal Anomaly,4,0.54,0.076,81.9,0.518,0.482,0.504,46.71,6.48,0.05,3.01,24.81,782.67,Low
6093,C-scan (Pristine with Holes),Pristine,None,4,0.506,0.027,33.52,0.974,0.342,0.543,80.25,13.89,0.027,0.166,44.54,761.19,Medium
6094,C-scan (BVID with Holes),Damaged,BVID,5,0.453,0.024,3.78,0.991,0.268,0.298,41.71,11.23,0.164,1.244,23.92,659.48,Low
6095,Thermograph,Mixed,None,2,0.643,0.028,15.62,0.419,0.504,0.464,55.82,5.44,0.078,1.846,21.02,496.8,Low
6096,C-scan (BVID with Holes),Damaged,BVID,6,0.631,0.074,85.27,0.844,0.2,0.771,76.83,10.69,0.169,3.97,27.84,660.07,Low
6097,Thermograph,Mixed,Thermal Anomaly,6,0.616,0.074,70.67,0.885,0.594,0.838,61.54,14.76,0.039,3.02,23.72,785.37,Low
6098,Thermograph,Mixed,None,5,0.678,0.037,39.18,0.953,0.895,0.43,111.82,9.52,0.101,2.36,57.4,570.08,Medium
6099,Thermograph,Mixed,None,2,0.58,0.066,83.71,0.751,0.624,0.756,99.37,4.77,0.093,1.638,46.88,619.67,Medium
6100,C-scan (BVID with Holes),Damaged,BVID,2,0.604,0.03,66.62,0.946,0.43,0.617,53.99,4.28,0.112,4.551,31.45,778.98,Medium
6101,C-scan (Pristine with Holes),Pristine,None,5,0.621,0.025,80.21,0.467,0.138,0.55,99.53,13.52,0.012,0.891,50.19,508.48,High
6102,C-scan (BVID with Holes),Damaged,BVID,4,0.605,0.044,5.63,0.302,0.916,0.277,89.96,14.67,0.098,3.719,28.9,696.03,Low
6103,Thermograph,Mixed,None,6,0.669,0.041,80.68,0.456,0.549,0.358,112.68,2.86,0.085,1.365,44.47,815.94,Medium
6104,C-scan (BVID with Holes),Damaged,BVID,4,0.571,0.06,10.77,0.161,0.16,0.737,59.82,7.81,0.194,4.446,58.42,661.09,Medium
6105,C-scan (BVID with Holes),Damaged,BVID,4,0.663,0.049,31.39,0.397,0.501,0.746,113.03,1.78,0.143,3.592,41.39,505.8,Medium
6106,C-scan (BVID with Holes),Damaged,BVID,6,0.454,0.028,76.59,0.374,0.845,0.392,105.25,14.55,0.093,1.297,39.83,477.95,Medium
6107,Thermograph,Mixed,Thermal Anomaly,4,0.658,0.047,80.48,0.748,0.418,0.36,112.41,14.35,0.143,3.031,43.77,520.19,Medium
6108,Thermograph,Mixed,None,2,0.614,0.063,70.1,0.697,0.103,0.842,65.27,1.16,0.074,2.607,24.55,707.42,Low
6109,Thermograph,Mixed,None,5,0.543,0.08,70.72,0.607,0.466,0.515,93.87,8.34,0.109,1.959,48.33,466.24,Medium
6110,Thermograph,Mixed,Thermal Anomaly,2,0.488,0.035,53.52,0.289,0.758,0.725,92.2,13.44,0.057,1.047,42.25,689.6,Medium
6111,C-scan (Pristine with Holes),Pristine,None,2,0.495,0.02,38.04,0.718,0.722,0.346,107.25,0.79,0.037,0.341,32.66,490.46,Medium
6112,C-scan (Pristine with Holes),Pristine,None,3,0.492,0.079,47.87,0.372,0.31,0.232,85.0,5.88,0.033,0.542,56.47,564.73,High
6113,C-scan (BVID with Holes),Damaged,BVID,2,0.46,0.012,40.11,0.94,0.847,0.695,40.82,1.55,0.139,1.198,56.06,477.26,Medium
6114,Thermograph,Mixed,None,3,0.537,0.029,74.97,0.63,0.209,0.48,83.55,2.07,0.072,2.337,42.73,647.24,Medium
6115,C-scan (BVID with Holes),Damaged,BVID,6,0.646,0.05,40.46,0.585,0.73,0.391,57.41,4.26,0.096,2.304,32.5,698.89,Medium
6116,Thermograph,Mixed,Thermal Anomaly,5,0.453,0.011,36.7,0.199,0.164,0.883,33.54,5.47,0.108,3.273,57.73,606.32,Medium
6117,C-scan (BVID with Holes),Damaged,BVID,3,0.499,0.076,23.41,0.646,0.364,0.428,92.68,3.75,0.119,2.577,50.84,474.32,Medium
6118,C-scan (BVID with Holes),Damaged,BVID,5,0.667,0.042,41.13,0.945,0.417,0.522,117.37,4.99,0.169,1.563,52.52,418.54,Medium
6119,C-scan (BVID with Holes),Damaged,BVID,5,0.455,0.01,31.63,0.329,0.257,0.61,40.12,2.49,0.116,4.704,32.67,570.71,Medium
6120,Thermograph,Mixed,None,4,0.578,0.05,19.08,0.77,0.964,0.458,26.2,13.24,0.099,1.358,46.99,588.51,Medium
6121,C-scan (Pristine with Holes),Pristine,None,4,0.66,0.074,89.24,0.255,0.968,0.562,75.98,3.03,0.048,0.518,50.04,861.73,High
6122,C-scan (BVID with Holes),Damaged,BVID,6,0.595,0.057,58.77,0.211,0.126,0.868,114.57,2.15,0.111,3.757,56.05,670.53,Medium
6123,C-scan (BVID with Holes),Damaged,BVID,5,0.537,0.032,47.34,0.377,0.419,0.225,46.71,14.69,0.123,3.279,29.29,760.22,Low
6124,Thermograph,Mixed,Thermal Anomaly,3,0.546,0.068,9.08,0.368,0.207,0.841,119.09,11.34,0.131,0.56,59.84,547.29,Medium
6125,C-scan (Pristine with Holes),Pristine,None,2,0.621,0.061,34.63,0.785,0.897,0.669,57.03,4.0,0.048,0.995,22.26,852.72,Low
6126,C-scan (BVID with Holes),Damaged,BVID,4,0.587,0.023,84.31,0.437,0.925,0.892,49.08,8.07,0.168,2.648,53.84,613.77,Medium
6127,C-scan (BVID with Holes),Damaged,BVID,6,0.564,0.073,14.35,0.601,0.623,0.787,53.1,3.16,0.156,2.585,36.72,812.55,Medium
6128,C-scan (BVID with Holes),Damaged,BVID,5,0.489,0.036,7.14,0.947,0.441,0.316,29.65,0.52,0.161,4.255,54.03,652.61,Medium
6129,C-scan (BVID with Holes),Damaged,BVID,2,0.553,0.031,27.32,0.427,0.518,0.613,50.04,13.98,0.091,2.951,36.8,473.12,Medium
6130,Thermograph,Mixed,None,4,0.634,0.067,64.79,0.462,0.174,0.748,70.96,7.18,0.097,1.629,44.27,647.2,Medium
6131,C-scan (Pristine with Holes),Pristine,None,4,0.62,0.021,86.36,0.509,0.208,0.399,56.04,11.22,0.026,0.736,29.49,672.27,Low
6132,C-scan (Pristine with Holes),Pristine,None,2,0.559,0.043,7.87,0.218,0.966,0.585,94.38,5.85,0.033,0.711,41.8,540.65,Medium
6133,Thermograph,Mixed,None,6,0.632,0.066,71.47,0.863,0.882,0.606,92.45,10.22,0.114,2.395,31.32,707.36,Medium
6134,C-scan (Pristine with Holes),Pristine,None,6,0.592,0.068,88.7,0.471,0.817,0.501,92.44,0.63,0.049,0.672,56.13,562.46,High
6135,Thermograph,Mixed,None,4,0.653,0.052,23.09,0.536,0.775,0.578,90.25,10.35,0.15,3.371,25.08,749.9,Low
6136,C-scan (BVID with Holes),Damaged,BVID,4,0.644,0.07,68.56,0.903,0.363,0.384,44.65,3.91,0.189,4.643,45.52,774.68,Medium
6137,Thermograph,Mixed,Thermal Anomaly,3,0.641,0.076,38.48,0.236,0.446,0.827,76.19,2.61,0.094,1.835,20.18,748.85,Low
6138,Thermograph,Mixed,Thermal Anomaly,3,0.602,0.013,3.45,0.113,0.763,0.773,100.43,14.06,0.08,1.82,32.64,577.08,Medium
6139,C-scan (Pristine with Holes),Pristine,None,4,0.632,0.077,42.6,0.637,0.658,0.598,81.97,6.12,0.011,0.837,30.41,827.79,Medium
6140,C-scan (Pristine with Holes),Pristine,None,4,0.52,0.03,27.91,0.389,0.586,0.777,66.14,10.0,0.036,0.289,38.49,646.3,Medium
6141,Thermograph,Mixed,None,5,0.475,0.014,8.49,0.329,0.552,0.571,99.44,5.14,0.046,0.733,53.17,396.89,High
6142,C-scan (BVID with Holes),Damaged,BVID,4,0.502,0.057,69.89,0.693,0.524,0.255,60.63,7.91,0.189,2.203,45.98,525.31,Medium
6143,C-scan (BVID with Holes),Damaged,BVID,4,0.576,0.055,77.03,0.238,0.778,0.454,81.96,7.22,0.127,4.193,56.87,893.22,Medium
6144,Thermograph,Mixed,None,6,0.51,0.028,50.21,0.632,0.612,0.531,31.46,7.9,0.034,2.84,22.95,780.87,Low
6145,Thermograph,Mixed,None,6,0.529,0.042,72.53,0.309,0.934,0.509,95.22,7.64,0.032,2.597,55.87,802.57,High
6146,C-scan (Pristine with Holes),Pristine,None,2,0.485,0.056,13.25,0.943,0.216,0.321,49.1,8.33,0.036,0.157,57.88,766.8,High
6147,C-scan (Pristine with Holes),Pristine,None,2,0.512,0.068,17.73,0.936,0.992,0.681,110.4,2.74,0.025,0.3,56.93,459.44,High
6148,C-scan (Pristine with Holes),Pristine,None,5,0.5,0.026,52.1,0.198,0.637,0.714,116.61,13.26,0.032,0.906,36.03,386.43,Medium
6149,C-scan (BVID with Holes),Damaged,BVID,6,0.461,0.026,45.07,0.283,0.565,0.42,29.78,9.21,0.177,2.437,47.84,846.66,Medium
6150,C-scan (Pristine with Holes),Pristine,None,4,0.493,0.033,69.5,0.198,0.758,0.72,99.12,11.53,0.041,0.465,29.61,535.59,Low
6151,C-scan (BVID with Holes),Damaged,BVID,2,0.647,0.047,77.91,0.504,0.993,0.797,61.89,1.46,0.093,3.049,54.84,512.99,Medium
6152,C-scan (BVID with Holes),Damaged,BVID,4,0.51,0.078,53.98,0.831,0.807,0.789,119.51,11.32,0.098,4.72,52.96,823.99,Medium
6153,C-scan (BVID with Holes),Damaged,BVID,4,0.677,0.023,31.0,0.843,0.92,0.731,81.54,11.7,0.125,4.43,40.14,618.55,Medium
6154,C-scan (Pristine with Holes),Pristine,None,4,0.679,0.049,62.89,0.626,0.665,0.86,112.45,13.77,0.037,0.977,34.21,662.68,Medium
6155,C-scan (BVID with Holes),Damaged,BVID,6,0.483,0.012,23.4,0.706,0.487,0.758,38.74,1.22,0.124,4.678,49.56,607.78,Medium
6156,Thermograph,Mixed,None,5,0.63,0.041,74.97,0.271,0.227,0.595,113.34,9.08,0.1,3.279,23.9,521.99,Low
6157,C-scan (BVID with Holes),Damaged,BVID,3,0.697,0.042,35.36,0.331,0.737,0.849,91.56,9.36,0.095,1.232,24.53,771.1,Low
6158,C-scan (Pristine with Holes),Pristine,None,6,0.568,0.027,60.61,0.177,0.127,0.245,96.51,2.61,0.017,0.362,50.69,806.81,High
6159,C-scan (Pristine with Holes),Pristine,None,5,0.58,0.07,20.07,0.779,0.962,0.885,111.75,5.67,0.043,0.121,38.33,523.0,Medium
6160,Thermograph,Mixed,Thermal Anomaly,2,0.591,0.08,23.19,0.984,0.324,0.872,95.09,1.04,0.098,1.762,22.14,434.53,Low
6161,C-scan (BVID with Holes),Damaged,BVID,4,0.595,0.026,78.93,0.597,0.75,0.504,108.83,14.55,0.125,4.818,55.88,676.43,Medium
6162,C-scan (Pristine with Holes),Pristine,None,3,0.456,0.04,80.7,0.907,0.789,0.63,78.86,4.57,0.019,0.454,48.8,476.96,High
6163,C-scan (Pristine with Holes),Pristine,None,2,0.529,0.07,61.06,0.987,0.569,0.884,54.79,8.78,0.047,0.589,24.79,681.05,Low
6164,Thermograph,Mixed,Thermal Anomaly,5,0.465,0.033,12.02,0.953,0.116,0.706,97.77,7.1,0.134,2.048,25.91,561.56,Low
6165,Thermograph,Mixed,Thermal Anomaly,4,0.576,0.02,66.1,0.975,0.65,0.208,73.86,11.81,0.079,2.644,44.9,709.52,Medium
6166,Thermograph,Mixed,Thermal Anomaly,2,0.576,0.021,59.23,0.602,0.546,0.769,97.67,10.94,0.121,2.993,37.17,896.83,Medium
6167,C-scan (Pristine with Holes),Pristine,None,6,0.695,0.049,63.08,0.359,0.806,0.217,51.88,13.08,0.014,0.714,54.15,763.05,High
6168,C-scan (BVID with Holes),Damaged,BVID,4,0.453,0.021,74.28,0.35,0.405,0.459,74.43,1.43,0.108,4.143,21.27,795.43,Low
6169,C-scan (Pristine with Holes),Pristine,None,3,0.482,0.065,21.42,0.546,0.397,0.54,77.17,11.74,0.034,0.52,56.31,741.23,High
6170,C-scan (BVID with Holes),Damaged,BVID,4,0.46,0.02,27.7,0.524,0.169,0.774,28.0,3.08,0.112,3.562,34.88,720.26,Medium
6171,C-scan (BVID with Holes),Damaged,BVID,6,0.495,0.08,75.15,0.44,0.833,0.396,76.22,3.53,0.197,2.969,29.1,717.89,Low
6172,C-scan (Pristine with Holes),Pristine,None,6,0.671,0.017,13.2,0.442,0.271,0.205,87.78,4.28,0.042,0.54,27.65,561.48,Low
6173,C-scan (BVID with Holes),Damaged,BVID,5,0.506,0.047,34.13,0.31,0.63,0.586,36.95,5.78,0.136,1.132,30.48,714.01,Medium
6174,C-scan (Pristine with Holes),Pristine,None,4,0.517,0.016,75.2,0.637,0.155,0.783,43.82,10.09,0.011,0.408,54.71,538.71,High
6175,Thermograph,Mixed,Thermal Anomaly,6,0.534,0.01,10.14,0.968,0.881,0.712,88.34,5.47,0.111,1.454,45.66,691.95,Medium
6176,C-scan (Pristine with Holes),Pristine,None,4,0.484,0.029,84.08,0.476,0.755,0.753,64.63,3.95,0.02,0.829,45.63,810.81,High
6177,C-scan (BVID with Holes),Damaged,BVID,2,0.595,0.075,84.17,0.201,0.708,0.397,89.23,14.82,0.155,3.868,57.15,809.27,Medium
6178,Thermograph,Mixed,None,2,0.604,0.064,59.25,0.615,0.968,0.528,108.4,10.17,0.114,1.834,56.17,408.05,Medium
6179,Thermograph,Mixed,Thermal Anomaly,5,0.466,0.046,32.94,0.183,0.322,0.416,39.47,0.66,0.086,3.084,53.73,682.6,Medium
6180,C-scan (BVID with Holes),Damaged,BVID,3,0.556,0.033,35.49,0.645,0.545,0.581,25.14,8.35,0.108,2.594,28.67,531.45,Low
6181,C-scan (BVID with Holes),Damaged,BVID,2,0.549,0.067,19.52,0.337,0.933,0.331,112.33,4.14,0.167,4.233,47.01,614.72,Medium
6182,Thermograph,Mixed,Thermal Anomaly,4,0.569,0.032,86.02,0.814,0.917,0.208,62.71,11.32,0.089,1.847,24.65,466.79,Low
6183,C-scan (BVID with Holes),Damaged,BVID,6,0.637,0.031,52.13,0.502,0.416,0.864,85.15,3.21,0.199,4.78,57.01,848.24,Medium
6184,Thermograph,Mixed,Thermal Anomaly,5,0.506,0.019,24.05,0.517,0.722,0.375,37.85,5.26,0.117,1.539,38.21,363.37,Medium
6185,C-scan (BVID with Holes),Damaged,BVID,2,0.616,0.079,7.96,0.449,0.429,0.353,83.57,12.04,0.197,4.279,44.9,686.57,Medium
6186,C-scan (Pristine with Holes),Pristine,None,4,0.665,0.041,18.13,0.903,0.591,0.372,86.49,9.62,0.012,0.824,20.45,611.68,Low
6187,Thermograph,Mixed,Thermal Anomaly,6,0.611,0.033,28.96,0.31,0.923,0.753,98.33,2.82,0.1,0.928,54.36,650.19,Medium
6188,Thermograph,Mixed,Thermal Anomaly,5,0.62,0.03,88.29,0.367,0.752,0.678,64.72,10.99,0.118,2.813,40.21,568.96,Medium
6189,C-scan (BVID with Holes),Damaged,BVID,4,0.587,0.02,64.66,0.776,0.483,0.886,47.71,8.0,0.162,1.743,25.03,808.53,Low
6190,C-scan (BVID with Holes),Damaged,BVID,3,0.498,0.034,1.1,0.347,0.702,0.512,55.04,12.91,0.152,2.428,54.99,433.74,Medium
6191,C-scan (BVID with Holes),Damaged,BVID,2,0.657,0.052,20.35,0.637,0.318,0.212,58.59,0.75,0.18,3.702,32.54,878.66,Medium
6192,Thermograph,Mixed,Thermal Anomaly,5,0.495,0.08,30.04,0.252,0.829,0.64,36.54,0.6,0.142,2.918,28.62,831.84,Low
6193,C-scan (Pristine with Holes),Pristine,None,4,0.465,0.07,67.49,0.413,0.939,0.329,89.77,1.11,0.02,0.576,40.88,401.66,Medium
6194,C-scan (Pristine with Holes),Pristine,None,6,0.511,0.024,55.56,0.768,0.466,0.324,68.42,10.57,0.014,0.367,23.24,389.24,Low
6195,C-scan (BVID with Holes),Damaged,BVID,3,0.698,0.051,59.28,0.63,0.752,0.385,74.29,8.51,0.188,4.341,46.54,815.16,Medium
6196,Thermograph,Mixed,Thermal Anomaly,4,0.464,0.049,60.82,0.762,0.218,0.833,55.69,1.59,0.134,0.509,41.69,859.49,Medium
6197,C-scan (Pristine with Holes),Pristine,None,3,0.636,0.066,72.85,0.228,0.553,0.567,55.87,10.88,0.022,0.641,42.53,583.7,Medium
6198,C-scan (BVID with Holes),Damaged,BVID,4,0.616,0.016,59.06,0.49,0.897,0.423,93.48,12.88,0.135,2.927,25.21,552.55,Low
6199,C-scan (BVID with Holes),Damaged,BVID,5,0.584,0.037,3.85,0.703,0.516,0.368,59.78,9.6,0.136,3.095,51.16,760.94,Medium
6200,C-scan (BVID with Holes),Damaged,BVID,2,0.524,0.047,45.54,0.877,0.883,0.376,75.75,11.07,0.172,3.668,27.99,446.88,Low
6201,C-scan (BVID with Holes),Damaged,BVID,4,0.582,0.056,66.34,0.718,0.581,0.556,110.97,11.53,0.083,1.877,50.94,836.08,Medium
6202,C-scan (Pristine with Holes),Pristine,None,2,0.592,0.054,25.74,0.665,0.719,0.572,63.64,11.91,0.041,0.365,33.58,610.12,Medium
6203,Thermograph,Mixed,Thermal Anomaly,2,0.667,0.069,46.5,0.797,0.9,0.775,51.92,6.71,0.13,1.788,24.52,734.28,Low
6204,C-scan (BVID with Holes),Damaged,BVID,6,0.696,0.056,12.1,0.664,0.592,0.724,49.0,10.67,0.107,4.749,59.46,513.34,Medium
6205,C-scan (Pristine with Holes),Pristine,None,3,0.63,0.059,49.66,0.476,0.77,0.606,101.52,9.3,0.015,0.755,25.3,352.6,Low
6206,C-scan (BVID with Holes),Damaged,BVID,6,0.531,0.041,41.43,0.859,0.866,0.24,106.64,12.88,0.191,2.517,59.49,598.35,Medium
6207,C-scan (Pristine with Holes),Pristine,None,6,0.665,0.033,47.52,0.893,0.856,0.718,111.66,9.94,0.047,0.471,20.6,666.26,Low
6208,Thermograph,Mixed,None,3,0.556,0.061,62.79,0.792,0.749,0.475,55.94,0.83,0.112,2.64,48.8,737.61,Medium
6209,C-scan (Pristine with Holes),Pristine,None,6,0.665,0.033,19.59,0.379,0.302,0.718,96.24,10.05,0.047,0.236,58.42,497.2,High
6210,C-scan (Pristine with Holes),Pristine,None,5,0.543,0.08,67.74,0.156,0.259,0.724,46.33,3.55,0.049,0.416,36.21,495.7,Medium
6211,Thermograph,Mixed,Thermal Anomaly,3,0.605,0.014,11.04,0.794,0.289,0.889,40.75,10.59,0.067,1.391,51.59,449.33,High
6212,Thermograph,Mixed,Thermal Anomaly,6,0.667,0.049,22.68,0.33,0.497,0.722,109.24,12.45,0.086,2.262,27.79,537.59,Low
6213,C-scan (Pristine with Holes),Pristine,None,3,0.622,0.068,49.88,0.183,0.718,0.299,114.37,9.13,0.026,0.496,45.43,862.64,High
6214,C-scan (Pristine with Holes),Pristine,None,2,0.624,0.046,34.52,0.664,0.497,0.604,112.03,0.87,0.022,0.238,55.55,794.41,High
6215,C-scan (BVID with Holes),Damaged,BVID,4,0.661,0.035,49.15,0.101,0.184,0.875,51.64,3.54,0.143,4.315,21.34,698.93,Low
6216,C-scan (BVID with Holes),Damaged,BVID,2,0.568,0.01,40.47,0.641,0.261,0.207,54.51,9.96,0.096,1.6,52.56,592.49,Medium
6217,Thermograph,Mixed,None,2,0.476,0.056,43.0,0.923,0.459,0.389,51.13,7.27,0.035,1.862,22.9,737.04,Low
6218,C-scan (BVID with Holes),Damaged,BVID,4,0.633,0.069,32.27,0.37,0.821,0.628,88.57,4.06,0.167,3.554,30.16,654.16,Medium
6219,C-scan (Pristine with Holes),Pristine,None,4,0.53,0.026,25.42,0.546,0.952,0.699,112.63,2.75,0.044,0.29,35.65,687.39,Medium
6220,C-scan (BVID with Holes),Damaged,BVID,3,0.521,0.028,75.72,0.443,0.803,0.683,28.63,5.18,0.101,3.026,38.11,582.35,Medium
6221,C-scan (Pristine with Holes),Pristine,None,3,0.51,0.024,61.01,0.921,0.85,0.618,42.61,6.61,0.027,0.631,49.63,688.45,High
6222,C-scan (BVID with Holes),Damaged,BVID,3,0.489,0.065,87.24,0.483,0.164,0.857,25.63,6.54,0.163,4.218,52.9,467.45,Medium
6223,Thermograph,Mixed,Thermal Anomaly,5,0.697,0.029,69.64,0.427,0.906,0.89,97.44,9.23,0.042,3.495,57.16,586.87,High
6224,Thermograph,Mixed,None,2,0.552,0.018,40.23,0.563,0.331,0.723,96.94,12.97,0.13,0.791,21.79,393.76,Low
6225,Thermograph,Mixed,None,5,0.496,0.062,83.82,0.545,0.747,0.517,94.49,10.23,0.119,2.377,58.59,460.04,Medium
6226,Thermograph,Mixed,Thermal Anomaly,4,0.58,0.051,14.21,0.796,0.196,0.769,63.87,9.87,0.077,1.475,45.45,669.57,High
6227,Thermograph,Mixed,Thermal Anomaly,3,0.543,0.042,14.49,0.606,0.759,0.874,82.28,13.16,0.122,2.418,46.81,559.54,Medium
6228,C-scan (BVID with Holes),Damaged,BVID,5,0.611,0.045,8.68,0.787,0.176,0.301,117.0,13.31,0.144,3.277,57.4,526.26,Medium
6229,C-scan (BVID with Holes),Damaged,BVID,3,0.513,0.018,67.59,0.324,0.966,0.6,56.12,0.54,0.106,1.052,57.25,857.35,Medium
6230,C-scan (Pristine with Holes),Pristine,None,2,0.578,0.063,38.01,0.134,0.88,0.796,37.63,9.93,0.021,0.989,27.78,867.72,Low
6231,Thermograph,Mixed,Thermal Anomaly,6,0.664,0.035,60.81,0.193,0.431,0.746,47.78,4.61,0.128,0.856,46.22,607.01,Medium
6232,C-scan (Pristine with Holes),Pristine,None,5,0.64,0.013,5.96,0.319,0.557,0.879,102.78,6.63,0.019,0.923,26.1,467.61,Low
6233,Thermograph,Mixed,Thermal Anomaly,5,0.562,0.017,24.48,0.555,0.973,0.577,53.23,10.96,0.038,1.655,34.97,650.19,Medium
6234,C-scan (Pristine with Holes),Pristine,None,2,0.516,0.056,73.75,0.642,0.238,0.431,65.76,6.68,0.043,0.519,22.05,516.11,Low
6235,C-scan (Pristine with Holes),Pristine,None,2,0.699,0.027,42.76,0.659,0.905,0.462,89.91,2.38,0.029,0.618,31.12,871.63,Medium
6236,C-scan (BVID with Holes),Damaged,BVID,5,0.474,0.032,55.95,0.788,0.344,0.387,33.59,8.66,0.125,3.938,24.67,766.36,Low
6237,C-scan (BVID with Holes),Damaged,BVID,4,0.522,0.021,56.5,0.379,0.223,0.591,65.51,4.27,0.182,2.234,54.57,408.68,Medium
6238,C-scan (BVID with Holes),Damaged,BVID,6,0.47,0.022,42.35,0.534,0.352,0.822,98.08,14.03,0.098,1.617,48.21,544.9,Medium
6239,C-scan (BVID with Holes),Damaged,BVID,4,0.549,0.036,10.41,0.8,0.531,0.327,103.56,5.72,0.093,1.991,24.34,759.92,Low
6240,C-scan (Pristine with Holes),Pristine,None,2,0.567,0.029,29.97,0.62,0.688,0.564,96.24,8.52,0.044,0.787,36.61,460.52,Medium
6241,C-scan (BVID with Holes),Damaged,BVID,5,0.528,0.063,39.45,0.974,0.844,0.738,89.8,4.11,0.189,4.982,46.95,710.26,Medium
6242,C-scan (BVID with Holes),Damaged,BVID,6,0.534,0.056,23.48,0.329,0.382,0.344,111.51,2.93,0.157,3.933,58.76,579.88,Medium
6243,C-scan (Pristine with Holes),Pristine,None,3,0.581,0.069,73.81,0.693,0.273,0.741,105.31,0.83,0.012,0.346,37.98,668.22,Medium
6244,Thermograph,Mixed,Thermal Anomaly,3,0.496,0.056,31.64,0.984,0.45,0.867,53.02,12.49,0.075,2.929,20.2,412.89,Low
6245,C-scan (Pristine with Holes),Pristine,None,4,0.681,0.043,14.29,0.621,0.918,0.267,101.37,10.68,0.033,0.331,48.75,521.61,High
6246,Thermograph,Mixed,None,5,0.582,0.031,35.9,0.218,0.245,0.536,80.92,12.8,0.039,1.794,37.95,454.58,Medium
6247,C-scan (Pristine with Holes),Pristine,None,2,0.499,0.033,29.26,0.11,0.173,0.665,98.5,12.09,0.019,0.629,33.07,770.53,Medium
6248,Thermograph,Mixed,None,5,0.637,0.055,68.63,0.391,0.153,0.577,102.64,12.66,0.057,2.014,30.55,864.32,Medium
6249,Thermograph,Mixed,None,3,0.588,0.032,11.99,0.288,0.551,0.498,74.19,13.55,0.122,3.192,47.57,712.35,Medium
6250,C-scan (BVID with Holes),Damaged,BVID,2,0.661,0.034,53.41,0.704,0.991,0.301,58.36,12.15,0.113,2.392,47.76,710.73,Medium
6251,C-scan (Pristine with Holes),Pristine,None,4,0.637,0.054,74.93,0.134,0.474,0.625,60.41,11.22,0.018,0.598,46.93,875.19,High
6252,C-scan (BVID with Holes),Damaged,BVID,3,0.599,0.073,43.19,0.116,0.343,0.347,118.09,10.52,0.146,2.433,21.51,716.93,Low
6253,C-scan (BVID with Holes),Damaged,BVID,5,0.596,0.013,88.07,0.707,0.783,0.597,38.62,7.77,0.154,3.597,45.44,432.43,Medium
6254,C-scan (BVID with Holes),Damaged,BVID,2,0.602,0.033,70.11,0.966,0.36,0.399,106.71,5.57,0.162,4.908,42.19,744.46,Medium
6255,C-scan (BVID with Holes),Damaged,BVID,2,0.56,0.013,45.12,0.4,0.676,0.88,27.4,12.04,0.168,3.505,57.89,759.35,Medium
6256,Thermograph,Mixed,Thermal Anomaly,4,0.614,0.044,52.47,0.243,0.853,0.504,37.94,11.81,0.093,1.694,24.92,495.53,Low
6257,C-scan (BVID with Holes),Damaged,BVID,3,0.5,0.027,50.8,0.953,0.994,0.666,85.33,8.14,0.138,2.125,25.54,804.47,Low
6258,C-scan (Pristine with Holes),Pristine,None,6,0.613,0.065,20.82,0.409,0.679,0.815,101.74,10.01,0.047,0.697,26.1,503.79,Low
6259,C-scan (BVID with Holes),Damaged,BVID,2,0.666,0.055,23.73,0.61,0.532,0.262,75.23,3.61,0.152,1.291,57.94,521.32,Medium
6260,C-scan (BVID with Holes),Damaged,BVID,2,0.648,0.063,47.26,0.803,0.45,0.425,111.37,11.07,0.154,1.849,53.71,838.51,Medium
6261,Thermograph,Mixed,Thermal Anomaly,4,0.687,0.03,47.04,0.44,0.841,0.517,37.12,6.36,0.116,3.339,30.9,668.63,Medium
6262,Thermograph,Mixed,Thermal Anomaly,2,0.568,0.021,27.01,0.103,0.39,0.553,87.2,4.59,0.037,1.253,46.76,485.71,High
6263,C-scan (BVID with Holes),Damaged,BVID,6,0.685,0.052,24.13,0.395,0.432,0.512,29.42,1.23,0.117,4.412,53.74,693.79,Medium
6264,C-scan (Pristine with Holes),Pristine,None,2,0.698,0.072,49.18,0.288,0.895,0.268,91.71,11.48,0.043,0.783,28.53,687.67,Low
6265,C-scan (BVID with Holes),Damaged,BVID,5,0.686,0.074,28.81,0.108,0.425,0.357,94.18,6.81,0.093,1.647,47.04,358.49,Medium
6266,C-scan (BVID with Holes),Damaged,BVID,5,0.511,0.029,34.68,0.989,0.664,0.743,106.82,11.15,0.165,1.407,57.39,456.21,Medium
6267,C-scan (BVID with Holes),Damaged,BVID,6,0.619,0.036,49.77,0.832,0.242,0.602,101.11,7.78,0.085,2.835,32.36,383.34,Medium
6268,Thermograph,Mixed,Thermal Anomaly,6,0.464,0.051,28.21,0.643,0.267,0.688,35.52,1.91,0.116,1.481,28.8,854.54,Low
6269,C-scan (BVID with Holes),Damaged,BVID,6,0.603,0.07,22.5,0.69,0.691,0.687,104.91,8.54,0.086,4.61,23.25,768.51,Low
